Condition,Staining,Replicate,Label,Sample,Condition_staining,Sample_replicate,Condition_replicate,PixelCount,Area,Perimeter,Length_mm,AverageThickness,InscrDisc.Radius,Circularity,RRmean_absolute,MaxFeretDiam,MaxFeretDiamAngle,Tortuosity,RRmean_NS_Condition,RRmean_NS_rep,RRmean_relative_NS_Condition,RRmean_relative_NS_rep
col-0,Stained,rep_1,6,col-0-Stained-rep_1-6,col-0-Stained,col-0-Stained-rep_1,col-0-rep_1,98101,3872334.184,30996.187,15.136488,251.604,157.069,0.051,222.274,14639.371,94.776,1.034,217.462636363636,225.867666666667,1.02212501290713,0.984089503735963
col-0,Stained,rep_1,7,col-0-Stained-rep_1-7,col-0-Stained,col-0-Stained-rep_1,col-0-rep_1,77711,3067481.084,26951.184,13.167474,224.772,157.069,0.053,218.544,12960.813,92.473,1.016,217.462636363636,225.867666666667,1.00497264106812,0.967575409199782
col-0,Stained,rep_1,8,col-0-Stained-rep_1-8,col-0-Stained,col-0-Stained-rep_1,col-0-rep_1,83964,3314305.333,26519.62,12.901086,246.157,150.786,0.059,228.923,12681.988,97.114,1.017,217.462636363636,225.867666666667,1.05270038029521,1.01352709477378
col-0,Stained,rep_1,9,col-0-Stained-rep_1-9,col-0-Stained,col-0-Stained-rep_1,col-0-rep_1,73031,2882747.758,24760.232,12.517838,228.309,163.351,0.059,217.02,12417.931,88.695,1.008,217.462636363636,225.867666666667,0.997964540617009,0.960828095507251
col-0,Stained,rep_2,1,col-0-Stained-rep_2-1,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,91803,3623733.653,31416.66,15.850207,225.364,131.938,0.046,219.646,15708.622,87.066,1.009,217.462636363636,214.41625,1.01004017827096,1.02439064203389
col-0,Stained,rep_2,10,col-0-Stained-rep_2-10,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,83744,3305621.288,28522.585,14.398892,227.938,138.22,0.051,226.917,14224.232,90.202,1.012,217.462636363636,214.41625,1.04347580712925,1.05830131811372
col-0,Stained,rep_2,11,col-0-Stained-rep_2-11,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,70101,2767092.065,25382.239,12.849568,213.505,125.655,0.054,220.469,12687.116,85.825,1.013,217.462636363636,214.41625,1.0138247364542,1.02822897051879
col-0,Stained,rep_2,12,col-0-Stained-rep_2-12,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,77936,3076362.494,25125.938,12.591975,238.006,144.503,0.061,226.916,12451.72,86.905,1.011,217.462636363636,214.41625,1.04347120863814,1.0582966542881
col-0,Stained,rep_2,13,col-0-Stained-rep_2-13,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,90729,3581339.724,28744.943,14.332296,243.086,175.917,0.054,234.589,14229.1,92.277,1.007,217.462636363636,214.41625,1.07875543092251,1.09408218826698
col-0,Stained,rep_2,3,col-0-Stained-rep_2-3,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,90293,3564129.525,31064.851,15.600155,224.432,125.655,0.046,220.256,15439.231,93.429,1.01,217.462636363636,214.41625,1.01284525784785,1.02723557566183
col-0,Stained,rep_2,38,col-0-Stained-rep_2-38,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,61814,2439979.871,23534.261,11.944852,202.136,119.372,0.055,218.039,11882.379,89.031,1.005,217.462636363636,214.41625,1.00265040305775,1.01689587426326
col-0,Stained,rep_2,4,col-0-Stained-rep_2-4,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,81527,3218109.796,26635.73,13.496691,238.616,144.503,0.057,226.2,13419.884,91.744,1.006,217.462636363636,214.41625,1.04017868900363,1.05495735514449
col-0,Stained,rep_2,41,col-0-Stained-rep_2-41,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,71285,2813828.017,25833.567,13.044333,217.417,125.655,0.053,230.923,12811.918,82.335,1.018,217.462636363636,214.41625,1.06189736251452,1.07698460354567
col-0,Stained,rep_2,42,col-0-Stained-rep_2-42,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,72420,2858629.796,25120.713,12.725169,223.386,138.22,0.057,226.523,12666.421,90.455,1.005,217.462636363636,214.41625,1.04166400163205,1.05646377081961
col-0,Stained,rep_2,43,col-0-Stained-rep_2-43,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,72592,2865419.141,26375.443,13.197631,210.434,157.069,0.052,222.995,13124.162,91.701,1.006,217.462636363636,214.41625,1.02544052499719,1.0400097940338
col-0,Stained,rep_2,46,col-0-Stained-rep_2-46,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,56304,2222484.011,21727.495,10.842857,198.336,119.372,0.059,217.875,10740.158,91.341,1.01,217.462636363636,214.41625,1.00189625051576,1.01613100686165
col-0,Stained,rep_2,47,col-0-Stained-rep_2-47,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,55128,2176063.842,21114.758,10.665683,203.577,119.372,0.061,225.696,10559.692,88.295,1.01,217.462636363636,214.41625,1.03786104948436,1.05260678703223
col-0,Stained,rep_2,48,col-0-Stained-rep_2-48,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,66114,2609713.482,22899.519,11.335425,227.614,138.22,0.063,221.138,11135.33,83.228,1.018,217.462636363636,214.41625,1.01690112700656,1.03134906985828
col-0,Stained,rep_2,6,col-0-Stained-rep_2-6,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,89209,3521340.866,30654.179,15.410415,225.454,138.22,0.047,228.791,15168.191,88.149,1.016,217.462636363636,214.41625,1.05209337946874,1.06704132732477
col-0,Stained,rep_2,7,col-0-Stained-rep_2-7,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,96564,3811664.287,32951.996,16.535027,229.585,131.938,0.044,220.755,16210.977,94.579,1.02,217.462636363636,214.41625,1.01513990491156,1.02956282464599
col-0,Stained,rep_2,8,col-0-Stained-rep_2-8,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,98013,3868860.566,31458.821,15.67429,238.814,144.503,0.049,230.971,15494.405,90.697,1.012,217.462636363636,214.41625,1.06211809008779,1.07720846717541
col-0,Stained,rep_2,9,col-0-Stained-rep_2-9,col-0-Stained,col-0-Stained-rep_2,col-0-rep_2,66547,2626805.262,23109.136,11.657101,224.18,131.938,0.062,217.227,11592.496,89.317,1.006,217.462636363636,214.41625,0.998916428276707,1.01310884786018
col-0,Stained,rep_3,1,col-0-Stained-rep_3-1,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,78421,3111751.504,25259.036,12.595995,246.44,151.181,0.061,224.834,12387.68,87.085,1.017,217.462636363636,214.20525,1.03389715014784,1.04961946544261
col-0,Stained,rep_3,10,col-0-Stained-rep_3-10,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,75066,2978624.837,24011.101,11.806074,238.949,144.882,0.065,228.373,11580.559,91.216,1.019,217.462636363636,214.20525,1.05017121018491,1.06614100261315
col-0,Stained,rep_3,11,col-0-Stained-rep_3-11,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,47173,1871828.384,18507.207,9.321664,202.385,125.984,0.069,224.127,9119.174,85.92,1.022,217.462636363636,214.20525,1.03064601693332,1.04631889274423
col-0,Stained,rep_3,12,col-0-Stained-rep_3-12,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,74878,2971164.982,23939.042,11.963554,247.126,176.378,0.065,225.359,11753.436,97.235,1.018,217.462636363636,214.20525,1.03631135798041,1.05207038576319
col-0,Stained,rep_3,13,col-0-Stained-rep_3-13,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,49419,1960949.842,17658.33,8.818987,218.445,138.583,0.079,224.759,8670.328,82.947,1.017,217.462636363636,214.20525,1.03355226331462,1.04926933396824
col-0,Stained,rep_3,14,col-0-Stained-rep_3-14,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,57658,2287874.016,19960.841,10.029696,226.191,138.583,0.072,215.908,9916.529,88.981,1.011,217.462636363636,214.20525,0.992851018503074,1.00794915157308
col-0,Stained,rep_3,15,col-0-Stained-rep_3-15,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,67488,2677929.196,23576.313,11.67757,226.749,144.882,0.061,227.061,11441.514,81.004,1.021,217.462636363636,214.20525,1.04413798984904,1.06001603602153
col-0,Stained,rep_3,16,col-0-Stained-rep_3-16,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,69161,2744313.969,23459.334,11.59946,230.906,151.181,0.063,219.765,11369.896,96.873,1.02,217.462636363636,214.20525,1.01058739871301,1.02595524619495
col-0,Stained,rep_3,17,col-0-Stained-rep_3-17,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,48448,1922420.485,17673.385,8.463711,217.73,132.283,0.077,214.47,7748.72,95.224,1.092,217.462636363636,214.20525,0.986238388287392,1.00123596410452
col-0,Stained,rep_3,2,col-0-Stained-rep_3-2,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,67159,2664874.45,25041.128,12.410799,209.383,132.283,0.053,232.937,12017.963,91.712,1.033,217.462636363636,214.20525,1.07115872360936,1.08744766993339
col-0,Stained,rep_3,3,col-0-Stained-rep_3-3,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,76937,3052866.266,25761.33,12.907176,235.283,144.882,0.058,214.44,12691.836,96.956,1.017,217.462636363636,214.20525,0.986100433554103,1.00109591151477
col-0,Stained,rep_3,4,col-0-Stained-rep_3-4,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,66676,2645708.971,23680.979,11.52009,227.409,144.882,0.059,218.321,10909.905,99.337,1.056,217.462636363636,214.20525,1.00394717755067,1.01921404820844
col-0,Stained,rep_3,5,col-0-Stained-rep_3-5,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,76952,3053461.467,25095.361,12.544342,243.831,157.48,0.061,221.229,12277.681,94.886,1.022,217.462636363636,214.20525,1.01731958969754,1.03278981257462
col-0,Stained,rep_3,6,col-0-Stained-rep_3-6,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,64918,2575951.392,23375.58,11.721664,216.815,132.283,0.059,221.556,11518.098,92.319,1.018,217.462636363636,214.20525,1.0188232962904,1.03431638580287
col-0,Stained,rep_3,7,col-0-Stained-rep_3-7,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,71163,2823753.488,23743.05,11.981192,236.713,144.882,0.063,217.984,11826.962,85.601,1.013,217.462636363636,214.20525,1.00239748604671,1.01764079078361
col-0,Stained,rep_3,8,col-0-Stained-rep_3-8,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,71874,2851966.024,23232.294,11.378987,241.613,138.583,0.066,233.603,10889.415,88.376,1.045,217.462636363636,214.20525,1.07422131868839,1.09055683742579
col-0,Stained,rep_3,9,col-0-Stained-rep_3-9,col-0-Stained,col-0-Stained-rep_3,col-0-rep_3,56790,2253431.707,19487.014,9.485444,213.144,144.882,0.075,224.547,9259.485,82.691,1.024,217.462636363636,214.20525,1.03257738319937,1.04827962900069
qua-2,NonStained,rep_1,1,qua-2-NonStained-rep_1-1,qua-2-NonStained,qua-2-NonStained-rep_1,qua-2-rep_1,47021,1856056.775,16021.638,7.878656,236.941,144.503,0.091,212.146,7758.218,95.577,1.016,227.661615384615,219.107,NA,NA
qua-2,NonStained,rep_1,2,qua-2-NonStained-rep_1-2,qua-2-NonStained,qua-2-NonStained-rep_1,qua-2-rep_1,57411,2266180.547,18760.231,9.035939,238.82,163.351,0.081,218.362,8893.306,96.287,1.016,227.661615384615,219.107,NA,NA
qua-2,NonStained,rep_1,3,qua-2-NonStained-rep_1-3,qua-2-NonStained,qua-2-NonStained-rep_1,qua-2-rep_1,47913,1891266.631,15289.61,7.244099,243.907,207.331,0.102,226.813,7091.053,101.499,1.022,227.661615384615,219.107,NA,NA
qua-2,NonStained,rep_2,1,qua-2-NonStained-rep_2-1,qua-2-NonStained,qua-2-NonStained-rep_2,qua-2-rep_2,3171928,125205300.914,98672.567,17.397021,2264.428,41170.853,0.162,308.097,16223.688,47.637,1.072,227.661615384615,236.558,NA,NA
qua-2,NonStained,rep_2,11,qua-2-NonStained-rep_2-11,qua-2-NonStained,qua-2-NonStained-rep_2,qua-2-rep_2,38829,1532694.509,15891.469,7.54944,191.901,41170.853,0.076,223.294,7064.252,97.409,1.069,227.661615384615,236.558,NA,NA
qua-2,NonStained,rep_2,2,qua-2-NonStained-rep_2-2,qua-2-NonStained,qua-2-NonStained-rep_2,qua-2-rep_2,42934,1694730.899,14799.738,6.903574,223.414,41170.853,0.097,225.519,6754.703,90.853,1.022,227.661615384615,236.558,NA,NA
qua-2,NonStained,rep_2,5,qua-2-NonStained-rep_2-5,qua-2-NonStained,qua-2-NonStained-rep_2,qua-2-rep_2,29811,1176727.601,11270.46,5.443463,209.07,41170.853,0.116,209.032,5340.281,74.231,1.019,227.661615384615,236.558,NA,NA
qua-2,NonStained,rep_2,7,qua-2-NonStained-rep_2-7,qua-2-NonStained,qua-2-NonStained-rep_2,qua-2-rep_2,36392,1436498.972,13510.261,6.421058,204.488,41170.853,0.099,216.848,6020.762,91.435,1.066,227.661615384615,236.558,NA,NA
qua-2,NonStained,rep_3,1,qua-2-NonStained-rep_3-1,qua-2-NonStained,qua-2-NonStained-rep_3,qua-2-rep_3,35626,1413642.507,13246.232,6.515995,212.444,125.984,0.101,204.295,6414.096,91.238,1.016,227.661615384615,223.898,NA,NA
qua-2,NonStained,rep_3,2,qua-2-NonStained-rep_3-2,qua-2-NonStained,qua-2-NonStained-rep_3,qua-2-rep_3,34869,1383604.687,12264.564,5.951586,225.524,138.583,0.116,198.424,5839.968,81.127,1.019,227.661615384615,223.898,NA,NA
qua-2,NonStained,rep_3,3,qua-2-NonStained-rep_3-3,qua-2-NonStained,qua-2-NonStained-rep_3,qua-2-rep_3,32783,1300832.042,11602.36,5.728593,222.212,132.283,0.121,205.639,5663.444,86.11,1.012,227.661615384615,223.898,NA,NA
qua-2,NonStained,rep_3,4,qua-2-NonStained-rep_3-4,qua-2-NonStained,qua-2-NonStained-rep_3,qua-2-rep_3,32627,1294641.949,11878.898,5.475365,212.407,151.181,0.115,200.409,5305.287,91.293,1.032,227.661615384615,223.898,NA,NA
qua-2,NonStained,rep_3,5,qua-2-NonStained-rep_3-5,qua-2-NonStained,qua-2-NonStained-rep_3,qua-2-rep_3,256,10158.1,353.023,0.122294,99.787,50.394,1.024,310.723,119.519,18.435,1.023,227.661615384615,223.898,NA,NA
qua-2,Stained,rep_1,1,qua-2-Stained-rep_1-1,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,56115,2215023.626,19360.482,9.16285,222.073,150.786,0.074,265.304,7997.86,83.188,1.146,227.661615384615,219.107,1.16534357165037,1.21084219125815
qua-2,Stained,rep_1,10,qua-2-Stained-rep_1-10,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,30524,1204871.802,10958.168,5.125556,216.753,138.22,0.126,286.067,4855.309,73.769,1.056,227.661615384615,219.107,1.25654471666958,1.30560411123332
qua-2,Stained,rep_1,11,qua-2-Stained-rep_1-11,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,35307,1393670.84,14112.077,6.701269,196.387,138.22,0.088,265.615,4452.417,53.955,1.505,227.661615384615,219.107,1.16670963417028,1.21226158908661
qua-2,Stained,rep_1,2,qua-2-Stained-rep_1-2,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,40926,1615469.249,14342.304,6.885982,227.708,144.503,0.099,283.453,6164.219,80.614,1.117,227.661615384615,219.107,1.24506276352792,1.29367386710603
qua-2,Stained,rep_1,3,qua-2-Stained-rep_1-3,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,48285,1905950.562,16803.454,7.805776,225.869,157.069,0.085,267.198,6791.166,83.999,1.149,227.661615384615,219.107,1.17366293632148,1.21948636967326
qua-2,Stained,rep_1,4,qua-2-Stained-rep_1-4,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,54499,2151235.367,17778.076,8.398868,242.702,157.069,0.086,284.677,7101.877,79.654,1.183,227.661615384615,219.107,1.25043916392784,1.29926017881674
qua-2,Stained,rep_1,5,qua-2-Stained-rep_1-5,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,58907,2325232.055,19281.778,9.171646,236.266,157.069,0.079,281.796,8366.701,91.85,1.096,227.661615384615,219.107,1.23778441756169,1.28611135198784
qua-2,Stained,rep_1,6,qua-2-Stained-rep_1-6,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,43980,1736019.586,14504.705,6.948809,242.254,150.786,0.104,277.245,5952.519,121.711,1.167,227.661615384615,219.107,1.21779422293748,1.26534067829873
qua-2,Stained,rep_1,7,qua-2-Stained-rep_1-7,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,35912,1417551.964,14108.092,6.652264,199.498,138.22,0.089,259.628,5977.176,73.889,1.113,227.661615384615,219.107,1.14041183254094,1.18493703989375
qua-2,Stained,rep_1,8,qua-2-Stained-rep_1-8,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,45134,1781571.351,16313.686,7.544414,220.211,157.069,0.084,267.857,4228.668,90.766,1.784,227.661615384615,219.107,1.17655758326883,1.22249403259595
qua-2,Stained,rep_1,9,qua-2-Stained-rep_1-9,qua-2-Stained,qua-2-Stained-rep_1,qua-2-rep_1,34619,1366513.462,10242.098,4.722203,268.737,163.351,0.164,266.91,4591.881,57.006,1.028,227.661615384615,219.107,1.17239790093327,1.21817194338839
qua-2,Stained,rep_2,1,qua-2-Stained-rep_2-1,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,47329,1868214.438,19332.731,9.303584,192.241,119.372,0.063,270.522,8616.599,97.415,1.08,227.661615384615,236.558,1.18826355309381,1.14357578268332
qua-2,Stained,rep_2,10,qua-2-Stained-rep_2-10,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,47638,1880411.575,17516.942,8.484313,219.262,131.938,0.077,262.93,7907.895,88.133,1.073,227.661615384615,236.558,1.15491581466556,1.11148217350502
qua-2,Stained,rep_2,11,qua-2-Stained-rep_2-11,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,37984,1499339.881,14008.018,6.721374,209.473,131.938,0.096,272.013,6465.938,88.998,1.04,227.661615384615,236.558,1.19481274671822,1.14987867668817
qua-2,Stained,rep_2,12,qua-2-Stained-rep_2-12,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,38952,1537549.68,13881.15,6.622106,222.714,144.503,0.1,270.898,6496.8,105.595,1.019,227.661615384615,236.558,1.18991512707287,1.14516524488709
qua-2,Stained,rep_2,13,qua-2-Stained-rep_2-13,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,33472,1321238.008,12722.937,6.257707,209.409,125.655,0.103,249.836,6134.756,96.586,1.02,227.661615384615,236.558,1.09740062934159,1.05612999771726
qua-2,Stained,rep_2,14,qua-2-Stained-rep_2-14,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,39471,1558036.132,15166.454,7.523053,205.746,119.372,0.085,263.593,7294.599,89.457,1.031,227.661615384615,236.558,1.15782803154885,1.1142848688271
qua-2,Stained,rep_2,15,qua-2-Stained-rep_2-15,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,43877,1731953.874,15662.585,7.548184,221.991,131.938,0.089,255.176,7038.431,88.721,1.072,227.661615384615,236.558,1.12085649383143,1.07870374284531
qua-2,Stained,rep_2,16,qua-2-Stained-rep_2-16,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,53312,2104380.996,19921.873,9.615208,214.019,131.938,0.067,260.117,8867.514,87.442,1.084,227.661615384615,236.558,1.14255975721052,1.09959079802839
qua-2,Stained,rep_2,17,qua-2-Stained-rep_2-17,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,27294,1077374.229,11045.518,5.422101,197.021,125.655,0.111,260.257,5323.124,88.58,1.019,227.661615384615,236.558,1.14317470496868,1.10018261906171
qua-2,Stained,rep_2,18,qua-2-Stained-rep_2-18,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,28083,1108518.373,11344.143,5.610584,197.682,113.089,0.108,239.759,5525.77,84.192,1.015,227.661615384615,236.558,1.05313756820598,1.01353156519754
qua-2,Stained,rep_2,19,qua-2-Stained-rep_2-19,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,28543,1126675.922,11012.465,5.375609,205.757,119.372,0.117,259.814,5271.091,77.471,1.02,227.661615384615,236.558,1.1412288345625,1.09830992822056
qua-2,Stained,rep_2,2,qua-2-Stained-rep_2-2,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,47995,1894503.412,19104.241,9.259605,195.56,125.655,0.065,252.845,8841.747,96.938,1.047,227.661615384615,236.558,1.11061761365806,1.06884992264054
qua-2,Stained,rep_2,20,qua-2-Stained-rep_2-20,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,43787,1728401.31,16703.979,8.069652,211.85,125.655,0.078,263.09,7963.076,71.794,1.013,227.661615384615,236.558,1.15561861210346,1.11215854040024
qua-2,Stained,rep_2,21,qua-2-Stained-rep_2-21,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,19166,756538.231,9122.865,4.189426,162.822,106.807,0.114,266.781,3956.965,99.597,1.059,227.661615384615,236.558,1.17183127049896,1.1277614792144
qua-2,Stained,rep_2,3,qua-2-Stained-rep_2-3,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,37485,1479642.887,15671.026,7.58588,184.648,125.655,0.076,249.101,6746.763,70.3,1.124,227.661615384615,236.558,1.09417215361125,1.05302293729233
qua-2,Stained,rep_2,4,qua-2-Stained-rep_2-4,qua-2-Stained,qua-2-Stained-rep_2,qua-2-rep_2,32568,1285554.477,13067.853,6.43865,198.25,131.938,0.095,261.398,6313.475,79.797,1.02,227.661615384615,236.558,1.14818652919769,1.10500596048326
